tree_id,member_id_1,member_id_2,married_at,ended_at,status
7002,1009494,1009495,1519-01-01,1562-12-31,ended
7002,1009496,1009497,1519-01-01,1575-12-31,ended
7002,1009498,1009499,1524-01-01,1560-12-31,ended
7002,1009500,1009501,1523-01-01,1578-12-31,ended
7002,1009502,1009503,1523-01-01,1568-12-31,ended
7002,1009504,1009505,1519-01-01,1539-12-31,ended
7002,1009506,1009507,1519-01-01,1553-12-31,ended
7002,1009508,1009509,1522-01-01,1531-12-31,ended
7002,1009510,1009511,1520-01-01,1558-12-31,ended
7002,1009512,1009513,1522-01-01,1551-12-31,ended
7002,1009514,1009515,1520-01-01,1547-12-31,ended
7002,1009516,1009517,1520-01-01,1559-12-31,ended
7002,1009518,1009519,1516-01-01,1571-12-31,ended
7002,1009520,1009521,1519-01-01,1557-12-31,ended
7002,1009522,1009523,1523-01-01,1539-12-31,ended
7002,1009524,1009525,1522-01-01,1566-12-31,ended
7002,1009526,1009527,1520-01-01,1575-12-31,ended
7002,1009528,1009529,1518-01-01,1590-12-31,ended
7002,1009530,1009531,1523-01-01,1557-12-31,ended
7002,1009532,1009533,1519-01-01,1551-12-31,ended
7002,1009534,1009535,1518-01-01,1572-12-31,ended
7002,1009536,1009537,1520-01-01,1539-12-31,ended
7002,1009538,1009539,1519-01-01,1572-12-31,ended
7002,1009540,1009541,1518-01-01,1578-12-31,ended
7002,1009542,1009543,1518-01-01,1563-12-31,ended
7002,1009544,1009545,1517-01-01,1577-12-31,ended
7002,1009546,1009547,1524-01-01,1537-12-31,ended
7002,1009548,1009549,1520-01-01,1553-12-31,ended
7002,1009550,1009551,1519-01-01,1564-12-31,ended
7002,1009552,1009553,1520-01-01,1533-12-31,ended
7002,1009554,1009555,1518-01-01,1565-12-31,ended
7002,1009556,1009557,1519-01-01,1556-12-31,ended
7002,1009558,1009559,1522-01-01,1567-12-31,ended
7002,1009560,1009561,1519-01-01,1545-12-31,ended
7002,1009562,1009563,1519-01-01,1542-12-31,ended
7002,1009564,1009565,1522-01-01,1553-12-31,ended
7002,1009566,1009567,1519-01-01,1579-12-31,ended
7002,1009568,1009569,1523-01-01,1593-12-31,ended
7002,1009570,1009571,1519-01-01,1544-12-31,ended
7002,1009572,1009573,1522-01-01,1569-12-31,ended
7002,1009574,1009575,1519-01-01,1564-12-31,ended
7002,1009576,1009577,1522-01-01,1554-12-31,ended
7002,1009578,1009579,1524-01-01,1575-12-31,ended
7002,1009580,1009581,1521-01-01,1559-12-31,ended
7002,1009582,1009583,1523-01-01,1541-12-31,ended
7002,1009584,1009585,1518-01-01,1551-12-31,ended
7002,1009586,1009587,1524-01-01,1527-12-31,ended
7002,1009588,1009589,1519-01-01,1539-12-31,ended
7002,1009590,1009591,1523-01-01,1559-12-31,ended
7002,1009592,1009593,1518-01-01,1561-12-31,ended
7002,1009594,1009595,1520-01-01,1563-12-31,ended
7002,1009596,1009597,1523-01-01,1561-12-31,ended
7002,1009598,1009599,1522-01-01,1543-12-31,ended
7002,1009600,1009601,1518-01-01,1539-12-31,ended
7002,1009602,1009603,1524-01-01,1538-12-31,ended
7002,1009604,1009605,1523-01-01,1558-12-31,ended
7002,1009606,1009607,1519-01-01,1563-12-31,ended
7002,1009608,1009609,1522-01-01,1548-12-31,ended
7002,1009610,1009611,1518-01-01,1535-12-31,ended
7002,1009612,1009613,1521-01-01,1539-12-31,ended
7002,1009614,1009615,1522-01-01,1561-12-31,ended
7002,1009616,1009617,1520-01-01,1575-12-31,ended
7002,1009618,1009619,1517-01-01,1557-12-31,ended
7002,1009620,1009621,1521-01-01,1570-12-31,ended
7002,1009622,1009623,1522-01-01,1541-12-31,ended
7002,1009624,1009625,1520-01-01,1560-12-31,ended
7002,1009626,1009627,1541-01-01,1571-12-31,ended
7002,1009628,1009629,1542-01-01,1585-12-31,ended
7002,1009630,1009631,1540-01-01,1595-12-31,ended
7002,1009632,1009633,1541-01-01,1610-12-31,ended
7002,1009634,1009635,1543-01-01,1580-12-31,ended
7002,1009636,1009637,1543-01-01,1564-12-31,ended
7002,1009638,1009639,1545-01-01,1557-12-31,ended
7002,1009640,1009641,1544-01-01,1574-12-31,ended
7002,1009642,1009643,1540-01-01,1568-12-31,ended
7002,1009644,1009645,1541-01-01,1572-12-31,ended
7002,1009646,1009647,1546-01-01,1590-12-31,ended
7002,1009648,1009649,1543-01-01,1563-12-31,ended
7002,1009650,1009651,1544-01-01,1598-12-31,ended
7002,1009652,1009653,1542-01-01,1558-12-31,ended
7002,1009654,1009655,1540-01-01,1548-12-31,ended
7002,1009656,1009657,1541-01-01,1601-12-31,ended
7002,1009658,1009659,1541-01-01,1574-12-31,ended
7002,1009660,1009661,1542-01-01,1587-12-31,ended
7002,1009662,1009663,1540-01-01,1589-12-31,ended
7002,1009664,1009665,1541-01-01,1567-12-31,ended
7002,1009666,1009667,1543-01-01,1584-12-31,ended
7002,1009668,1009669,1541-01-01,1563-12-31,ended
7002,1009670,1009671,1542-01-01,1567-12-31,ended
7002,1009672,1009673,1541-01-01,1580-12-31,ended
7002,1009674,1009675,1542-01-01,1553-12-31,ended
7002,1009676,1009677,1541-01-01,1573-12-31,ended
7002,1009678,1009679,1544-01-01,1558-12-31,ended
7002,1009680,1009681,1540-01-01,1593-12-31,ended
7002,1009682,1009683,1545-01-01,1571-12-31,ended
7002,1009684,1009685,1540-01-01,1597-12-31,ended
7002,1009686,1009687,1546-01-01,1590-12-31,ended
7002,1009688,1009689,1541-01-01,1570-12-31,ended
7002,1009690,1009691,1539-01-01,1578-12-31,ended
7002,1009692,1009693,1541-01-01,1605-12-31,ended
7002,1009694,1009695,1540-01-01,1591-12-31,ended
7002,1009696,1009697,1540-01-01,1584-12-31,ended
7002,1009698,1009699,1538-01-01,1585-12-31,ended
7002,1009700,1009701,1540-01-01,1582-12-31,ended
7002,1009702,1009703,1545-01-01,1567-12-31,ended
7002,1009704,1009705,1545-01-01,1557-12-31,ended
7002,1009706,1009707,1542-01-01,1593-12-31,ended
7002,1009708,1009709,1542-01-01,1594-12-31,ended
7002,1009710,1009711,1545-01-01,1598-12-31,ended
7002,1009712,1009713,1538-01-01,1586-12-31,ended
7002,1009714,1009715,1546-01-01,1546-12-31,ended
7002,1009716,1009717,1540-01-01,1567-12-31,ended
7002,1009718,1009719,1542-01-01,1579-12-31,ended
7002,1009720,1009721,1545-01-01,1591-12-31,ended
7002,1009722,1009723,1541-01-01,1570-12-31,ended
7002,1009724,1009725,1542-01-01,1590-12-31,ended
7002,1009726,1009727,1543-01-01,1563-12-31,ended
7002,1009728,1009729,1544-01-01,1608-12-31,ended
7002,1009730,1009731,1540-01-01,1589-12-31,ended
7002,1009732,1009733,1540-01-01,1578-12-31,ended
7002,1009734,1009735,1545-01-01,1581-12-31,ended
7002,1009736,1009737,1546-01-01,1572-12-31,ended
7002,1009738,1009739,1544-01-01,1602-12-31,ended
7002,1009740,1009741,1544-01-01,1572-12-31,ended
7002,1009742,1009743,1542-01-01,1602-12-31,ended
7002,1009744,1009745,1545-01-01,1571-12-31,ended
7002,1009746,1009747,1543-01-01,1551-12-31,ended
7002,1009748,1009749,1545-01-01,1583-12-31,ended
7002,1009750,1009751,1544-01-01,1587-12-31,ended
7002,1009752,1009753,1543-01-01,1557-12-31,ended
7002,1009754,1009755,1542-01-01,1576-12-31,ended
7002,1009756,1009757,1543-01-01,1589-12-31,ended
7002,1009758,1009759,1543-01-01,1589-12-31,ended
7002,1009760,1009761,1540-01-01,1601-12-31,ended
7002,1009762,1009763,1540-01-01,1580-12-31,ended
7002,1009764,1009765,1540-01-01,1564-12-31,ended
7002,1009766,1009767,1546-01-01,1597-12-31,ended
7002,1009768,1009769,1541-01-01,1549-12-31,ended
7002,1009770,1009771,1540-01-01,1569-12-31,ended
7002,1009772,1009773,1544-01-01,1558-12-31,ended
7002,1009774,1009775,1545-01-01,1569-12-31,ended
7002,1009776,1009777,1544-01-01,1594-12-31,ended
7002,1009778,1009779,1545-01-01,1596-12-31,ended
7002,1009780,1009781,1541-01-01,1589-12-31,ended
7002,1009782,1009783,1541-01-01,1560-12-31,ended
7002,1009784,1009785,1540-01-01,1560-12-31,ended
7002,1009786,1009787,1543-01-01,1574-12-31,ended
7002,1009788,1009789,1545-01-01,1556-12-31,ended
7002,1009790,1009791,1541-01-01,1583-12-31,ended
7002,1009792,1009793,1543-01-01,1559-12-31,ended
7002,1009794,1009795,1538-01-01,1577-12-31,ended
7002,1009796,1009797,1543-01-01,1595-12-31,ended
7002,1009798,1009799,1544-01-01,1560-12-31,ended
7002,1009800,1009801,1541-01-01,1608-12-31,ended
7002,1009802,1009803,1540-01-01,1573-12-31,ended
7002,1009804,1009805,1543-01-01,1552-12-31,ended
7002,1009806,1009807,1540-01-01,1559-12-31,ended
7002,1009808,1009809,1545-01-01,1597-12-31,ended
7002,1009810,1009811,1541-01-01,1574-12-31,ended
7002,1009812,1009813,1540-01-01,1583-12-31,ended
7002,1009814,1009815,1543-01-01,1573-12-31,ended
7002,1009816,1009817,1541-01-01,1545-12-31,ended
7002,1009818,1009819,1544-01-01,1563-12-31,ended
7002,1009820,1009821,1542-01-01,1577-12-31,ended
7002,1009822,1009823,1542-01-01,1582-12-31,ended
7002,1009824,1009825,1542-01-01,1621-12-31,ended
7002,1009826,1009827,1542-01-01,1579-12-31,ended
7002,1009828,1009829,1543-01-01,1576-12-31,ended
7002,1009830,1009831,1544-01-01,1589-12-31,ended
7002,1009832,1009833,1540-01-01,1585-12-31,ended
7002,1009834,1009835,1545-01-01,1593-12-31,ended
7002,1009836,1009837,1541-01-01,1584-12-31,ended
7002,1009838,1009839,1544-01-01,1588-12-31,ended
7002,1009840,1009841,1546-01-01,1564-12-31,ended
7002,1009842,1009843,1540-01-01,1608-12-31,ended
7002,1009844,1009845,1541-01-01,1599-12-31,ended
7002,1009846,1009847,1545-01-01,1587-12-31,ended
7002,1009848,1009849,1545-01-01,1589-12-31,ended
7002,1009850,1009851,1541-01-01,1585-12-31,ended
7002,1009852,1009853,1544-01-01,1599-12-31,ended
7002,1009854,1009855,1543-01-01,1569-12-31,ended
7002,1009856,1009857,1540-01-01,1578-12-31,ended
7002,1009858,1009859,1539-01-01,1582-12-31,ended
7002,1009860,1009861,1541-01-01,1578-12-31,ended
7002,1009862,1009863,1541-01-01,1590-12-31,ended
7002,1009864,1009865,1540-01-01,1607-12-31,ended
7002,1009866,1009867,1542-01-01,1566-12-31,ended
7002,1009868,1009869,1546-01-01,1580-12-31,ended
7002,1009870,1009871,1540-01-01,1558-12-31,ended
7002,1009872,1009873,1542-01-01,1587-12-31,ended
7002,1009874,1009875,1543-01-01,1598-12-31,ended
7002,1009876,1009877,1544-01-01,1570-12-31,ended
7002,1009878,1009879,1541-01-01,1589-12-31,ended
7002,1009880,1009881,1540-01-01,1567-12-31,ended
7002,1009882,1009883,1541-01-01,1542-12-31,ended
7002,1009884,1009885,1538-01-01,1556-12-31,ended
7002,1009886,1009887,1542-01-01,1572-12-31,ended
7002,1009888,1009889,1542-01-01,1592-12-31,ended
7002,1009890,1009891,1542-01-01,1568-12-31,ended
7002,1009892,1009893,1541-01-01,1593-12-31,ended
7002,1009894,1009895,1543-01-01,1560-12-31,ended
7002,1009896,1009897,1543-01-01,1567-12-31,ended
7002,1009898,1009899,1542-01-01,1566-12-31,ended
7002,1009900,1009901,1541-01-01,1568-12-31,ended
7002,1009902,1009903,1544-01-01,1618-12-31,ended
7002,1009904,1009905,1541-01-01,1605-12-31,ended
7002,1009906,1009907,1545-01-01,1590-12-31,ended
7002,1009908,1009909,1539-01-01,1578-12-31,ended
7002,1009910,1009911,1541-01-01,1564-12-31,ended
7002,1009912,1009913,1546-01-01,1551-12-31,ended
7002,1009914,1009915,1544-01-01,1575-12-31,ended
7002,1009916,1009917,1542-01-01,1582-12-31,ended
7002,1009918,1009919,1546-01-01,1586-12-31,ended
7002,1009920,1009921,1541-01-01,1583-12-31,ended
7002,1009922,1009923,1542-01-01,1609-12-31,ended
7002,1009924,1009925,1543-01-01,1567-12-31,ended
7002,1009926,1009927,1546-01-01,1583-12-31,ended
7002,1009928,1009929,1541-01-01,1588-12-31,ended
7002,1009930,1009931,1543-01-01,1551-12-31,ended
7002,1009932,1009933,1537-01-01,1558-12-31,ended
7002,1009934,1009935,1541-01-01,1541-12-31,ended
7002,1009936,1009937,1540-01-01,1547-12-31,ended
7002,1009938,1009939,1541-01-01,1580-12-31,ended
7002,1009940,1009941,1545-01-01,1579-12-31,ended
7002,1009942,1009943,1540-01-01,1574-12-31,ended
7002,1009944,1009945,1541-01-01,1598-12-31,ended
7002,1009946,1009947,1542-01-01,1610-12-31,ended
7002,1009948,1009949,1545-01-01,1554-12-31,ended
7002,1009950,1009951,1543-01-01,1584-12-31,ended
7002,1009952,1009953,1542-01-01,1578-12-31,ended
7002,1009954,1009955,1541-01-01,1560-12-31,ended
7002,1009956,1009957,1546-01-01,1586-12-31,ended
7002,1009958,1009959,1541-01-01,1573-12-31,ended
7002,1009960,1009961,1543-01-01,1557-12-31,ended
7002,1009962,1009963,1544-01-01,1553-12-31,ended
7002,1009964,1009965,1543-01-01,1548-12-31,ended
7002,1009966,1009967,1544-01-01,1550-12-31,ended
7002,1009968,1009969,1540-01-01,1613-12-31,ended
7002,1009970,1009971,1541-01-01,1560-12-31,ended
7002,1009972,1009973,1539-01-01,1558-12-31,ended
7002,1009974,1009975,1541-01-01,1559-12-31,ended
7002,1009976,1009977,1542-01-01,1609-12-31,ended
7002,1009978,1009979,1544-01-01,1569-12-31,ended
7002,1009980,1009981,1543-01-01,1552-12-31,ended
7002,1009982,1009983,1543-01-01,1578-12-31,ended
7002,1009984,1009985,1540-01-01,1591-12-31,ended
7002,1009986,1009987,1542-01-01,1575-12-31,ended
7002,1009988,1009989,1545-01-01,1555-12-31,ended
7002,1009990,1009991,1543-01-01,1573-12-31,ended
7002,1009992,1009993,1542-01-01,1567-12-31,ended
7002,1009994,1009995,1562-01-01,1578-12-31,ended
7002,1009996,1009997,1568-01-01,1606-12-31,ended
7002,1009998,1009999,1567-01-01,1577-12-31,ended
7002,1010000,1010001,1562-01-01,1611-12-31,ended
7002,1010002,1010003,1564-01-01,1575-12-31,ended
7002,1010004,1010005,1563-01-01,1597-12-31,ended
7002,1010006,1010007,1563-01-01,1590-12-31,ended
7002,1010008,1010009,1567-01-01,1608-12-31,ended
7002,1010010,1010011,1563-01-01,1598-12-31,ended
7002,1010012,1010013,1563-01-01,1585-12-31,ended
7002,1010014,1010015,1564-01-01,1610-12-31,ended
7002,1010016,1010017,1564-01-01,1566-12-31,ended
7002,1010018,1010019,1564-01-01,1570-12-31,ended
7002,1010020,1010021,1563-01-01,1590-12-31,ended
7002,1010022,1010023,1564-01-01,1595-12-31,ended
7002,1010024,1010025,1567-01-01,1575-12-31,ended
7002,1010026,1010027,1563-01-01,1584-12-31,ended
7002,1010028,1010029,1565-01-01,1579-12-31,ended
7002,1010030,1010031,1562-01-01,1598-12-31,ended
7002,1010032,1010033,1568-01-01,1605-12-31,ended
7002,1010034,1010035,1566-01-01,1588-12-31,ended
7002,1010036,1010037,1562-01-01,1585-12-31,ended
7002,1010038,1010039,1568-01-01,1612-12-31,ended
7002,1010040,1010041,1564-01-01,1589-12-31,ended
7002,1010042,1010043,1567-01-01,1580-12-31,ended
7002,1010044,1010045,1566-01-01,1606-12-31,ended
7002,1010046,1010047,1564-01-01,1602-12-31,ended
7002,1010048,1010049,1562-01-01,1577-12-31,ended
7002,1010050,1010051,1564-01-01,1632-12-31,ended
7002,1010052,1010053,1562-01-01,1608-12-31,ended
7002,1010054,1010055,1567-01-01,1609-12-31,ended
7002,1010056,1010057,1562-01-01,1590-12-31,ended
7002,1010058,1010059,1563-01-01,1597-12-31,ended
7002,1010060,1010061,1565-01-01,1582-12-31,ended
7002,1010062,1010063,1565-01-01,1619-12-31,ended
7002,1010064,1010065,1565-01-01,1582-12-31,ended
7002,1010066,1010067,1564-01-01,1595-12-31,ended
7002,1010068,1010069,1564-01-01,1599-12-31,ended
7002,1010070,1010071,1564-01-01,1600-12-31,ended
7002,1010072,1010073,1565-01-01,1612-12-31,ended
7002,1010074,1010075,1566-01-01,1571-12-31,ended
7002,1010076,1010077,1565-01-01,1588-12-31,ended
7002,1010078,1010079,1567-01-01,1580-12-31,ended
7002,1010080,1010081,1568-01-01,1582-12-31,ended
7002,1010082,1010083,1564-01-01,1616-12-31,ended
7002,1010084,1010085,1568-01-01,1604-12-31,ended
7002,1010086,1010087,1560-01-01,1583-12-31,ended
7002,1010088,1010089,1565-01-01,1615-12-31,ended
7002,1010090,1010091,1567-01-01,1585-12-31,ended
7002,1010092,1010093,1563-01-01,1595-12-31,ended
7002,1010094,1010095,1567-01-01,1621-12-31,ended
7002,1010096,1010097,1564-01-01,1598-12-31,ended
7002,1010098,1010099,1564-01-01,1572-12-31,ended
7002,1010100,1010101,1564-01-01,1618-12-31,ended
7002,1010102,1010103,1563-01-01,1590-12-31,ended
7002,1010104,1010105,1567-01-01,1609-12-31,ended
7002,1010106,1010107,1564-01-01,1607-12-31,ended
7002,1010108,1010109,1564-01-01,1619-12-31,ended
7002,1010110,1010111,1561-01-01,1603-12-31,ended
7002,1010112,1010113,1566-01-01,1567-12-31,ended
7002,1010114,1010115,1565-01-01,1627-12-31,ended
7002,1010116,1010117,1562-01-01,1598-12-31,ended
7002,1010118,1010119,1564-01-01,1564-12-31,ended
7002,1010120,1010121,1568-01-01,1615-12-31,ended
7002,1010122,1010123,1562-01-01,1588-12-31,ended
7002,1010124,1010125,1566-01-01,1614-12-31,ended
7002,1010126,1010127,1566-01-01,1577-12-31,ended
7002,1010128,1010129,1567-01-01,1614-12-31,ended
7002,1010130,1010131,1566-01-01,1569-12-31,ended
7002,1010132,1010133,1563-01-01,1590-12-31,ended
7002,1010134,1010135,1565-01-01,1602-12-31,ended
7002,1010136,1010137,1564-01-01,1566-12-31,ended
7002,1010138,1010139,1564-01-01,1614-12-31,ended
7002,1010140,1010141,1563-01-01,1608-12-31,ended
7002,1010142,1010143,1565-01-01,1599-12-31,ended
7002,1010144,1010145,1563-01-01,1610-12-31,ended
7002,1010146,1010147,1564-01-01,1576-12-31,ended
7002,1010148,1010149,1565-01-01,1597-12-31,ended
7002,1010150,1010151,1565-01-01,1603-12-31,ended
7002,1010152,1010153,1565-01-01,1577-12-31,ended
7002,1010154,1010155,1567-01-01,1582-12-31,ended
7002,1010156,1010157,1564-01-01,1607-12-31,ended
7002,1010158,1010159,1562-01-01,1590-12-31,ended
7002,1010160,1010161,1562-01-01,1586-12-31,ended
7002,1010162,1010163,1565-01-01,1587-12-31,ended
7002,1010164,1010165,1564-01-01,1599-12-31,ended
7002,1010166,1010167,1566-01-01,1572-12-31,ended
7002,1010168,1010169,1562-01-01,1602-12-31,ended
7002,1010170,1010171,1562-01-01,1577-12-31,ended
7002,1010172,1010173,1567-01-01,1595-12-31,ended
7002,1010174,1010175,1564-01-01,1595-12-31,ended
7002,1010176,1010177,1562-01-01,1587-12-31,ended
7002,1010178,1010179,1564-01-01,1571-12-31,ended
7002,1010180,1010181,1562-01-01,1585-12-31,ended
7002,1010182,1010183,1564-01-01,1605-12-31,ended
7002,1010184,1010185,1568-01-01,1618-12-31,ended
7002,1010186,1010187,1568-01-01,1580-12-31,ended
7002,1010188,1010189,1564-01-01,1600-12-31,ended
7002,1010190,1010191,1566-01-01,1612-12-31,ended
7002,1010192,1010193,1564-01-01,1598-12-31,ended
7002,1010194,1010195,1563-01-01,1598-12-31,ended
7002,1010196,1010197,1565-01-01,1580-12-31,ended
7002,1010198,1010199,1564-01-01,1603-12-31,ended
7002,1010200,1010201,1565-01-01,1597-12-31,ended
7002,1010202,1010203,1562-01-01,1605-12-31,ended
7002,1010204,1010205,1562-01-01,1621-12-31,ended
7002,1010206,1010207,1565-01-01,1597-12-31,ended
7002,1010208,1010209,1563-01-01,1623-12-31,ended
7002,1010210,1010211,1564-01-01,1589-12-31,ended
7002,1010212,1010213,1564-01-01,1608-12-31,ended
7002,1010214,1010215,1566-01-01,1594-12-31,ended
7002,1010216,1010217,1562-01-01,1581-12-31,ended
7002,1010218,1010219,1567-01-01,1589-12-31,ended
7002,1010220,1010221,1566-01-01,1573-12-31,ended
7002,1010222,1010223,1564-01-01,1623-12-31,ended
7002,1010224,1010225,1564-01-01,1603-12-31,ended
7002,1010226,1010227,1564-01-01,1586-12-31,ended
7002,1010228,1010229,1563-01-01,1612-12-31,ended
7002,1010230,1010231,1562-01-01,1596-12-31,ended
7002,1010232,1010233,1568-01-01,1599-12-31,ended
7002,1010234,1010235,1563-01-01,1612-12-31,ended
7002,1010236,1010237,1566-01-01,1629-12-31,ended
7002,1010238,1010239,1564-01-01,1615-12-31,ended
7002,1010240,1010241,1565-01-01,1592-12-31,ended
7002,1010242,1010243,1564-01-01,1588-12-31,ended
7002,1010244,1010245,1566-01-01,1593-12-31,ended
7002,1010246,1010247,1562-01-01,1610-12-31,ended
7002,1010248,1010249,1563-01-01,1595-12-31,ended
7002,1010250,1010251,1563-01-01,1568-12-31,ended
7002,1010252,1010253,1564-01-01,1587-12-31,ended
7002,1010254,1010255,1566-01-01,1588-12-31,ended
7002,1010256,1010257,1565-01-01,1588-12-31,ended
7002,1010258,1010259,1565-01-01,1592-12-31,ended
7002,1010260,1010261,1564-01-01,1600-12-31,ended
7002,1010262,1010263,1567-01-01,1602-12-31,ended
7002,1010264,1010265,1565-01-01,1595-12-31,ended
7002,1010266,1010267,1564-01-01,1577-12-31,ended
7002,1010268,1010269,1566-01-01,1568-12-31,ended
7002,1010270,1010271,1566-01-01,1618-12-31,ended
7002,1010272,1010273,1564-01-01,1597-12-31,ended
7002,1010274,1010275,1563-01-01,1581-12-31,ended
7002,1010276,1010277,1564-01-01,1591-12-31,ended
7002,1010278,1010279,1564-01-01,1596-12-31,ended
7002,1010280,1010281,1563-01-01,1620-12-31,ended
7002,1010282,1010283,1564-01-01,1569-12-31,ended
7002,1010284,1010285,1562-01-01,1578-12-31,ended
7002,1010286,1010287,1565-01-01,1572-12-31,ended
7002,1010288,1010289,1562-01-01,1592-12-31,ended
7002,1010290,1010291,1562-01-01,1575-12-31,ended
7002,1010292,1010293,1566-01-01,1609-12-31,ended
7002,1010294,1010295,1562-01-01,1578-12-31,ended
7002,1010296,1010297,1561-01-01,1598-12-31,ended
7002,1010298,1010299,1563-01-01,1576-12-31,ended
7002,1010300,1010301,1562-01-01,1579-12-31,ended
7002,1010302,1010303,1564-01-01,1582-12-31,ended
7002,1010304,1010305,1567-01-01,1590-12-31,ended
7002,1010306,1010307,1565-01-01,1606-12-31,ended
7002,1010308,1010309,1562-01-01,1610-12-31,ended
7002,1010310,1010311,1566-01-01,1597-12-31,ended
7002,1010312,1010313,1566-01-01,1621-12-31,ended
7002,1010314,1010315,1562-01-01,1599-12-31,ended
7002,1010316,1010317,1563-01-01,1636-12-31,ended
7002,1010318,1010319,1562-01-01,1588-12-31,ended
7002,1010320,1010321,1561-01-01,1595-12-31,ended
7002,1010322,1010323,1566-01-01,1599-12-31,ended
7002,1010324,1010325,1565-01-01,1583-12-31,ended
7002,1010326,1010327,1563-01-01,1578-12-31,ended
7002,1010328,1010329,1565-01-01,1608-12-31,ended
7002,1010330,1010331,1567-01-01,1594-12-31,ended
7002,1010332,1010333,1563-01-01,1575-12-31,ended
7002,1010334,1010335,1563-01-01,1604-12-31,ended
7002,1010336,1010337,1562-01-01,1624-12-31,ended
7002,1010338,1010339,1565-01-01,1635-12-31,ended
7002,1010340,1010341,1567-01-01,1616-12-31,ended
7002,1010342,1010343,1568-01-01,1598-12-31,ended
7002,1010344,1010345,1563-01-01,1599-12-31,ended
7002,1010346,1010347,1567-01-01,1606-12-31,ended
7002,1010348,1010349,1565-01-01,1581-12-31,ended
7002,1010350,1010351,1564-01-01,1592-12-31,ended
7002,1010352,1010353,1564-01-01,1619-12-31,ended
7002,1010354,1010355,1562-01-01,1603-12-31,ended
7002,1010356,1010357,1563-01-01,1607-12-31,ended
7002,1010358,1010359,1566-01-01,1587-12-31,ended
7002,1010360,1010361,1561-01-01,1632-12-31,ended
7002,1010362,1010363,1564-01-01,1573-12-31,ended
7002,1010364,1010365,1564-01-01,1576-12-31,ended
7002,1010366,1010367,1564-01-01,1611-12-31,ended
7002,1010368,1010369,1564-01-01,1604-12-31,ended
7002,1010370,1010371,1566-01-01,1582-12-31,ended
7002,1010372,1010373,1565-01-01,1588-12-31,ended
7002,1010374,1010375,1566-01-01,1569-12-31,ended
7002,1010376,1010377,1562-01-01,1587-12-31,ended
7002,1010378,1010379,1566-01-01,1587-12-31,ended
7002,1010380,1010381,1564-01-01,1597-12-31,ended
7002,1010382,1010383,1563-01-01,1588-12-31,ended
7002,1010384,1010385,1564-01-01,1580-12-31,ended
7002,1010386,1010387,1565-01-01,1613-12-31,ended
7002,1010388,1010389,1563-01-01,1615-12-31,ended
7002,1010390,1010391,1563-01-01,1613-12-31,ended
7002,1010392,1010393,1565-01-01,1607-12-31,ended
7002,1010394,1010395,1562-01-01,1591-12-31,ended
7002,1010396,1010397,1562-01-01,1576-12-31,ended
7002,1009995,1010398,1561-01-01,1570-12-31,ended
7002,1009994,1009997,1565-01-01,1606-12-31,ended
7002,1009996,1009999,1563-01-01,1599-12-31,ended
7002,1009998,1010001,1563-01-01,1577-12-31,ended
7002,1010000,1010003,1564-01-01,1624-12-31,ended
7002,1010002,1010005,1565-01-01,1575-12-31,ended
7002,1010004,1010007,1562-01-01,1590-12-31,ended
7002,1010006,1010009,1563-01-01,1612-12-31,ended
7002,1010008,1010011,1564-01-01,1598-12-31,ended
7002,1010010,1010013,1566-01-01,1585-12-31,ended
7002,1010012,1010015,1563-01-01,1597-12-31,ended
7002,1010014,1010017,1565-01-01,1566-12-31,ended
7002,1010016,1010019,1563-01-01,1591-12-31,ended
7002,1010018,1010021,1563-01-01,1570-12-31,ended
7002,1010020,1010023,1566-01-01,1627-12-31,ended
7002,1010022,1010025,1566-01-01,1595-12-31,ended
7002,1010024,1010027,1562-01-01,1575-12-31,ended
7002,1010026,1010029,1565-01-01,1579-12-31,ended
7002,1010028,1010031,1563-01-01,1579-12-31,ended
7002,1010030,1010033,1568-01-01,1620-12-31,ended
7002,1010032,1010035,1562-01-01,1588-12-31,ended
7002,1010034,1010037,1563-01-01,1585-12-31,ended
7002,1010036,1010039,1567-01-01,1612-12-31,ended
7002,1010038,1010041,1568-01-01,1618-12-31,ended
7002,1010040,1010043,1565-01-01,1588-12-31,ended
7002,1010042,1010045,1563-01-01,1580-12-31,ended
7002,1010044,1010047,1566-01-01,1602-12-31,ended
7002,1010046,1010049,1565-01-01,1577-12-31,ended
7002,1010048,1010051,1564-01-01,1584-12-31,ended
7002,1010050,1010053,1563-01-01,1608-12-31,ended
7002,1010052,1010055,1566-01-01,1609-12-31,ended
7002,1010054,1010057,1563-01-01,1601-12-31,ended
7002,1010056,1010059,1565-01-01,1590-12-31,ended
7002,1010058,1010061,1561-01-01,1582-12-31,ended
7002,1010060,1010063,1567-01-01,1617-12-31,ended
7002,1010062,1010065,1564-01-01,1582-12-31,ended
7002,1010064,1010067,1568-01-01,1618-12-31,ended
7002,1010066,1010069,1568-01-01,1595-12-31,ended
7002,1010068,1010071,1565-01-01,1600-12-31,ended
7002,1010070,1010073,1562-01-01,1628-12-31,ended
7002,1010072,1010075,1562-01-01,1612-12-31,ended
7002,1010074,1010077,1565-01-01,1571-12-31,ended
7002,1010076,1010079,1565-01-01,1580-12-31,ended
7002,1010078,1010081,1563-01-01,1602-12-31,ended
7002,1010080,1010083,1562-01-01,1582-12-31,ended
7002,1010082,1010085,1567-01-01,1604-12-31,ended
7002,1010084,1010087,1563-01-01,1583-12-31,ended
